,Alveolar epithelial cells (Lung),B Cell,Endothelial Cell,Erythrocytes,Mast Cell,Mesenchymal Stem Cell,Myeloid Cell,Myoblast,Non-malignant mesenchymal/stromal population,Osteoblast (non malignant),Osteoblast_subcluster_0,Osteoblast_subcluster_1,Osteoblast_subcluster_2,Osteoblast_subcluster_3,Osteoblast_subcluster_4,Osteoblast_subcluster_5,Osteoclast,Plasma Cell,Plasmacytoid dendritic cells (pDCs),T/NK Cell
182,0.05064008,0.037174504,0.008189887,0.0053392793,0.0074955886,0.079413176,0.032300442,0.026356054,0.01172031,0.009172823,0.058129855,0.05202485,0.096606724,0.10693103,0.0800803,0.10975411,0.22519682,0.017389782,0.06798684,0.013039481
183,0.05516284,0.025469922,0.074849844,0.030882044,0.0228908,0.13728577,0.048414476,0.35300982,0.103482954,0.08631703,0.41441935,1.222955,0.6330304,0.34573272,0.5148482,1.0673113,0.21167374,0.05014591,0.11697105,0.02458072
184,0.0033822213,0.0008866142,0.0006180186,0.0046409024,0.00053078076,0.0028174934,0.0002657209,0.0104496665,0.00075713656,0.0017759085,0.004371626,0.054295696,0.0035212205,0.0014337542,0.013931897,0.010792243,0.0022274472,0.00028461532,0.0039618416,0.0010816664
185,0.17816237,0.0030460563,0.1293278,0.008742703,0.21780387,0.3342303,0.118725345,0.016187282,0.05555544,0.03778324,0.23346886,0.25640786,0.3258649,0.30493665,0.3132625,0.43083367,0.33009443,0.0054469174,0.0023521716,0.016923806
187,0.3393916,0.012381137,0.038819782,0.025775654,0.0036243899,0.04048823,0.06745518,0.043156132,0.015606053,0.0113440305,0.051723972,0.06126857,0.07143111,0.02278481,0.09831649,0.117216185,0.07495653,0.006850414,0.024588581,0.0010149231
188,0.041135043,0.005330929,0.01866254,0.007366333,0.0019815406,0.020731162,0.025428839,0.020724209,0.0141145,0.014758699,0.031236716,0.040206876,0.045430273,0.026982853,0.033596065,0.048084877,0.03216797,0.0030003607,0.0074641067,0.00014545344
190,0.07282063,0.011832675,0.09981214,0.0067842444,0.023200976,0.10456465,0.09788064,0.19299328,0.07324942,0.06292203,0.17650041,0.3134281,0.34669706,0.15833747,0.2632003,0.37745455,0.30532768,0.05068488,0.055301238,0.00306161
191,0.08097016,0.005351029,0.2529098,0.012910232,0.0063216137,0.31489834,0.09918582,0.049814664,0.26974374,0.19432461,0.6381171,1.098989,1.1647098,1.1326581,0.7594849,0.8601994,0.32741424,0.029050034,0.010394383,0.004096905
192,0.050476864,0.0047121793,0.04643694,0.018728297,0.008665918,0.046709064,0.042591866,0.11425243,0.03355659,0.027199645,0.07836443,0.14064094,0.08320927,0.055443287,0.09723087,0.14618045,0.15706529,0.006103304,0.015174698,0.0036663325
193,0.063842155,0.04198042,0.04824914,0.013247323,0.36206943,0.079719186,0.054396786,0.024823707,0.05008099,0.03743797,0.16180152,0.29882753,0.21736625,0.13800432,0.17349625,0.2760058,0.08522756,0.019052384,0.11148043,0.019975625
195,0.009097338,0.045587204,0.17410661,0.0076023866,0.0010003687,0.008842147,0.46752936,0.008059723,0.0053508664,0.0042308397,0.0047713085,0.008961133,0.00830077,0.011436047,0.1914801,0.0062890695,0.08674291,0.0037099493,0.21511991,0.12092669
196,0.15037139,0.0035963494,0.055001188,0.0044264556,0.010489258,0.040168814,0.035745706,0.049030308,0.025721174,0.016887812,0.050688636,0.08256287,0.06204952,0.028599754,0.07674743,0.0711999,0.13801841,0.0016442947,0.03173934,0.0034611914
197,0.59823215,0.0016770725,0.08642876,0.00939314,0.000611266,0.20253307,0.14352801,0.035470206,0.017194653,0.028117899,0.092508994,0.2423479,0.2092796,0.024413712,0.14790626,0.14071539,0.13012123,0.000432346,0.004285046,0.012897377
199,0.004021874,0.00083109183,0.00017730927,0.17176558,0.0006746244,0.00025930113,2.4289322e-05,0.12084816,5.796091e-05,0.00021189342,0.000121874386,0.0016722722,0.0016639042,0.0009302764,0.00672176,0.0064196954,6.863313e-05,0.00043133888,0.0069219717,2.6456004e-05
200,0.20385678,0.0007510533,0.027312359,0.021157505,0.0007852952,0.43742228,0.052568637,0.17248558,0.03613398,0.047531534,0.116749726,0.36798552,0.5194906,0.46586025,0.24885498,0.40881434,0.0061920015,0.001188333,0.0021540653,0.00011792185
201,0.08713502,0.18485115,0.079924,0.0058138412,0.005768028,0.19799426,0.06340649,0.41576654,0.07142904,0.062489092,0.2165837,0.30292827,0.24901812,0.15103099,0.26834372,0.268173,0.15620764,0.039919056,0.045494672,0.03954537
202,0.02155231,0.0012274826,0.05018948,0.0081716925,0.026359314,0.12526782,0.0009201313,0.034214854,0.0586851,0.050226618,0.13558592,0.16874374,0.105320334,0.07116951,0.1359357,0.26336664,0.018285736,0.0006134582,0.002126128,0.0005383475
204,0.061420478,0.000577225,0.038502336,0.009581123,0.00044482297,0.021520667,0.1383193,0.07078504,0.013601844,0.011953706,0.031109951,0.065473065,0.066221446,0.019723414,0.11929967,0.08787192,0.1609892,0.0008270557,0.003811209,0.00048988854
206,0.0027202151,0.0007807463,0.004644814,0.0045094765,0.0006118835,0.026173225,0.01486236,0.9185681,0.03900474,0.026701417,0.11594131,0.118527345,0.06673463,0.12088435,0.15001124,0.119757436,0.035295036,0.00088246766,0.0028963464,0.00030851076
209,0.41648263,0.11273328,0.24015935,0.09576888,0.16260062,0.10297435,0.69782466,2.1987507,0.099779904,0.09668346,0.3657226,0.55819154,0.4872831,0.2918939,0.6844044,0.7417836,3.3347108,0.08912854,0.17304955,0.13943304
211,0.045221765,0.008136737,0.019920625,0.007375289,0.004561587,0.017239079,0.018024622,0.2946916,0.011143296,0.010895859,0.052338667,0.070625775,0.041588508,0.037990637,0.05174427,0.10232917,0.07449701,0.008692229,0.019328367,0.0021471754
212,0.052448634,0.011550061,0.03875035,0.007317129,0.0013060542,0.03272587,0.021881383,0.09296058,0.025894506,0.02199748,0.079732254,0.08170267,0.087057665,0.04816606,0.07423377,0.13676527,0.047703903,0.004204472,0.0205495,0.0012913892
216,0.084948465,0.012533497,0.08791331,0.019254072,0.00062954606,0.03748014,0.02600211,0.658536,0.02189114,0.018823845,0.060634445,0.103029534,0.083548866,0.032630503,0.09796248,0.13974352,0.061550356,0.00386386,0.01997551,0.0015787156
218,0.11727832,0.018892433,0.07954945,0.0076079215,0.010079676,0.13437368,0.12774132,0.5990441,0.05030518,0.041190706,0.10939898,0.15648481,0.12768893,0.083730586,0.17259459,0.2011737,0.16247301,0.0074690115,0.021450823,0.0020254282
221,0.054909103,0.0006482308,0.13276252,0.004757614,0.0013273505,0.08982965,0.002308777,0.2994423,0.085771024,0.0193897,0.10345516,0.059977014,0.018785197,0.07403788,0.09057584,0.08415158,0.0018657946,0.00086976273,0.0016909711,0.00047347232
223,0.0019633903,0.0007897441,0.012883111,0.0062504425,0.00042577804,0.0006046733,0.010688705,0.29037353,0.0029686016,0.01121908,0.075458765,0.107909806,0.073380604,0.017985156,0.06312936,0.14755696,0.037407674,0.00143426,0.003489801,3.6014906e-05
224,0.14444059,0.01001773,0.14266048,0.03626002,0.005998334,0.091153115,0.0793693,0.124925815,0.05687504,0.055390783,0.19057076,0.38082,0.25773776,0.104013674,0.28556445,0.43071017,0.17653753,0.009570511,0.05269749,0.004538777
225,0.034466993,0.011801282,0.033790465,0.008187656,0.015929416,0.03199483,0.01879239,0.08923266,0.022891965,0.020867502,0.072105065,0.104563706,0.075350925,0.04844478,0.072519615,0.1265695,0.13676235,0.0054637343,0.008346389,0.0070524267
226,0.0030964033,0.0008310139,0.0014317316,0.008114022,0.0003295325,0.008761878,0.0005817488,0.893709,0.018895267,0.022285998,0.09854327,0.1980181,0.52143145,0.08889223,0.15088725,0.5107961,0.27791598,0.0004347672,0.00177816,4.9757924e-05
230,0.2423715,0.0007383784,0.12451403,0.012581846,0.00032460512,0.021721484,0.010688467,0.009636654,0.07350552,0.043379392,0.20607409,0.2303898,0.11370032,0.13087536,0.15404646,0.22430053,0.03539288,0.00094014464,0.06527948,0.00019500326
232,0.023447078,0.002040107,0.023684453,0.005045494,0.0053006657,0.04609706,0.0048808274,0.04729435,0.05542581,0.042011045,0.1541987,0.16813804,0.20031749,0.14701681,0.12390436,0.16550672,0.01326493,0.014077903,0.00493828,0.0038899938
234,0.026683236,0.0030222342,0.025845233,0.017326428,0.0042548263,0.0418612,0.022209633,0.16210702,0.023907987,0.023801778,0.07111547,0.1166759,0.13741925,0.053955372,0.09208904,0.09620989,0.056774918,0.009256277,0.016311144,0.003556324
235,0.48114312,0.072740115,0.17391829,0.029249376,0.03125822,0.20479912,0.11786723,0.27250913,0.15529081,0.11072629,0.49638307,0.9338336,0.48371688,0.38986138,0.5398148,0.85913247,0.31117323,0.036936007,0.04662137,0.04037581
237,0.25276998,0.07601513,0.26446778,0.03586415,0.067033105,0.15029445,0.21622589,0.042269412,0.09644239,0.07897534,0.3805228,0.5471653,0.39514664,0.24292743,0.4959606,0.63344693,0.5117911,0.038104143,0.073616676,0.055128332
241,0.028144812,0.002132991,0.02713812,0.005140296,0.008261414,0.05595009,0.014031734,0.49716166,0.030556893,0.029489445,0.14123899,0.2763257,0.18413714,0.0871534,0.1377371,0.19740881,0.031114291,0.0024692866,0.005235142,0.0010754064
243,0.038437963,0.0033151752,0.03178724,0.008291114,0.010778133,0.074825116,0.009030147,0.014336656,0.027571656,0.019998088,0.057208475,0.0622138,0.046916652,0.043181702,0.049349867,0.072620004,0.009654022,0.0017173181,0.0035580427,0.0037880559
245,0.020956488,0.0006541065,0.02998687,0.0054256087,0.00048025223,0.08909133,0.031100772,0.0068265535,0.0030733724,0.00096696365,0.07515166,0.09651442,0.021736879,0.0457391,0.06384615,0.19826427,0.16193067,0.00034993468,0.003102713,4.017366e-05
247,0.050093565,0.0026917225,0.07375073,0.009117755,0.0008568447,0.5979482,0.0005820559,0.061837338,0.21134411,0.103844404,0.72275597,0.80505466,0.448405,1.0015901,0.65651166,0.42560482,0.0021747248,0.0046329917,0.0026794255,0.0005051985
248,0.030013517,0.0035274234,0.10713013,0.0058172517,0.012928851,0.02273435,0.045036804,0.02603033,0.022300329,0.016717175,0.054502614,0.07770494,0.063975625,0.03250201,0.08043676,0.14829296,0.058510303,0.0041487818,0.13307029,0.005408906
249,0.15034673,0.046829365,0.13128369,0.044151656,0.09170828,0.18856221,0.15835418,0.56778586,0.14036754,0.111026816,0.64525205,1.1303878,0.8119542,0.5368889,0.6180894,2.16195,1.7643275,0.09688979,0.08528747,0.037119474
250,0.0031003214,0.0005063769,0.00016674356,0.007848046,0.0127021065,0.00024715665,0.0088973,0.006681159,0.00033276403,0.00028513157,9.4459196e-05,0.00038700693,0.0020356723,0.00078554876,0.012081437,0.006990682,0.00055119686,0.0003903162,0.0021281298,4.026721e-05
252,0.0025531265,0.0033167773,0.00013668087,0.0055072447,0.01412092,0.00020766977,0.002073993,0.0059228325,6.8799214e-05,0.0003597809,8.411282e-05,0.00017221474,0.0004172996,0.0006503744,0.0027081848,0.0052195317,0.00022031447,0.00053146714,0.038069695,0.0025112713
253,0.019466344,0.03230335,0.12638514,0.037093025,0.02098459,0.090018824,0.10383603,0.36451584,0.06845676,0.056212056,0.21919592,0.6251398,0.25175753,0.11538449,0.25389478,0.6833449,0.23627023,0.0033575234,0.051157035,0.004061675
254,0.024954576,0.0007125587,0.0031240764,0.0041513573,0.00034331915,0.03688198,0.08004645,0.1406233,0.019202951,0.014235395,0.0372724,0.050377063,0.04462177,0.033516675,0.04278192,0.079880126,0.025049388,0.0015693533,0.002481864,0.00015319498
256,0.002254299,0.00039041962,0.001694375,0.008344842,0.0006820683,0.008595657,0.14031217,0.0065592853,0.0013330127,0.00073835003,0.0005037619,0.0028820918,0.0022315928,0.004083766,0.047120888,0.001556284,0.27763316,0.000311808,0.0017762226,2.8367796e-05
258,0.23747061,0.004330289,0.029238546,0.0048177107,0.010895851,0.006733842,0.00627676,0.006782424,0.008797782,0.00881241,0.018413737,0.022811018,0.028368551,0.009849613,0.028884137,0.03183036,0.009428309,0.005058052,0.0088286,0.0037113721
259,0.09711965,0.030706313,0.10965216,0.029487696,0.041738123,0.13246128,0.09452175,0.13445023,0.07543694,0.07226004,0.1498027,0.2538707,0.2057447,0.110184796,0.24246866,0.20705163,0.25937232,0.012502061,0.054915313,0.013474319
261,0.046821594,0.0065996246,0.058309425,0.014442699,0.009798658,0.091943204,0.042229142,0.042141065,0.07557545,0.059185598,0.19248316,0.3024148,0.1922838,0.14401346,0.18355618,0.2590537,0.115069695,0.019856948,0.014611694,0.0058784094
262,0.14060628,0.044941157,0.11143949,0.04446334,0.02523293,0.1613665,0.05135325,0.22567235,0.12279912,0.10044139,0.46311116,0.6906963,0.5443105,0.30772898,0.49813256,1.2294288,0.6380842,0.046205036,0.027234562,0.024159605
264,0.09834931,0.036712375,0.14970072,0.06352357,0.025616184,0.57618606,0.093558215,0.6181054,0.1927204,0.1269095,0.82967985,1.3903863,1.1573757,0.68127733,0.8111093,1.4006864,0.76917833,0.0579711,0.11426149,0.022096379
265,0.02460827,0.008485707,0.020699004,0.0048189126,0.0004631246,0.03785835,0.027520463,0.17550375,0.02412231,0.016661057,0.0743172,0.10358072,0.08367407,0.06577045,0.09149878,0.12413871,0.13815068,0.01160363,0.011592137,0.0021631338
266,0.44834128,0.26658067,0.55580616,0.07574072,0.32944804,1.2033403,0.9563432,1.0407058,0.48693874,0.31369472,2.2379272,3.157735,2.0735822,2.3832316,2.6998372,4.412163,1.6629964,0.12260983,0.3230845,0.1987409
268,0.22652066,0.19788492,0.47900712,0.101444095,0.32024357,1.3137836,0.484101,1.0954115,0.61125916,0.45937052,2.696205,4.4468665,2.448763,2.2804873,2.753199,7.095707,3.2175078,0.24751349,0.22478914,0.14037363
269,0.01845402,0.0035329794,0.122916624,0.0045428136,0.004377787,2.0887353,0.027306162,0.29994786,0.30951488,0.13842732,0.80566883,0.63559,0.20836435,1.3867428,0.64104104,0.32236198,0.0102293445,0.005066472,0.001710101,0.0107320305
270,0.063743785,0.008104148,0.012140004,0.010578867,0.006012328,0.032817498,0.018132357,0.012994431,0.0113785025,0.007032531,0.035374347,0.037613563,0.02975156,0.035741296,0.051389366,0.039543696,0.09147057,0.015175021,0.002381257,0.0050726943
272,0.56773406,0.006140974,0.015943937,0.004009463,0.002868887,0.022516029,0.004222577,0.042353842,0.015976196,0.017273558,0.03736233,0.08756764,0.057074226,0.022762394,0.060844447,0.0598228,0.016909303,0.0055765356,0.018990492,0.0035155148
273,0.11031331,0.0004460764,0.00053673395,0.009265401,0.0055097323,19.187263,6.22192e-05,0.019052515,0.0102142235,0.0006976128,0.002742103,0.0004091049,0.00045733244,0.0008263206,0.14410001,0.0020691792,0.00030862197,0.0003110615,0.0020449264,9.407121e-05
274,0.0025911154,0.00059761765,0.0044982033,0.0049863392,0.00036223102,0.03398444,2.8044771e-05,0.00454621,0.0068322043,0.010817279,0.033467274,0.015134734,0.0025068768,0.023550453,0.032400046,0.005028648,0.0001904957,0.0005240137,0.0014333043,3.671175e-05
275,0.0032895715,0.0031744454,0.00024654975,0.071207434,0.0008184175,0.00035686637,0.0010806979,0.059042405,5.50744e-05,0.0001684356,5.0984483e-05,0.000153787,0.00022943069,0.000943068,0.0025360666,0.005323582,0.00019774635,0.016642898,0.008102388,3.1882766e-05
276,0.0029576553,0.0004809075,0.00015878004,0.015519697,0.00088745577,0.00023225145,0.0005610381,0.011992798,8.980227e-05,0.00019665076,5.5043736e-05,0.00022971773,0.00019462436,0.00071304064,0.0018896447,0.0030662147,0.00034192475,0.00033042682,0.002701274,2.0733949e-05
280,0.061678976,0.00057154795,0.0063299937,0.017596724,0.0016089719,0.5307247,0.00032091173,0.06087734,0.07414208,0.020992262,0.05921124,0.042951282,0.15173341,0.05913413,0.045669805,0.024042556,0.000393406,0.0011619694,0.0019490226,0.0077936654
281,0.044543255,0.011113523,0.05028085,0.008346314,0.012217018,0.07147838,0.021381104,0.052908525,0.039031595,0.026050078,0.12619714,0.19553685,0.1466988,0.110330574,0.11283585,0.21996923,0.11857486,0.019475747,0.010820644,0.006111409
283,0.007222989,0.00055088213,0.17359054,0.0048003285,0.0004512927,0.027803577,0.016119068,0.010232147,0.0010052816,0.0018748696,0.0006801878,0.00037069403,0.0032183018,0.0015307455,0.0068383096,0.0018556067,0.0063293832,0.00036788153,0.0024705464,0.00014159635
284,0.13445953,0.0009727522,0.31805912,0.012535585,0.030762617,0.19933839,0.05974211,0.36928725,0.07541445,0.0507089,0.22115256,0.28319958,0.27386972,0.13752499,0.22914554,0.41179457,0.12750751,0.06711778,0.018276453,0.0061973995
286,0.16476625,0.04572735,0.23236223,0.02637231,0.11898831,0.80263597,0.1801925,0.17653257,0.30094966,0.255042,1.1614699,1.7657864,1.6174239,0.8906134,1.1635603,2.6959264,0.634964,0.48045042,0.1642885,0.040784866
288,0.7347241,0.13778384,0.44391763,0.10282467,0.10213397,0.65227234,0.21039529,0.13915826,0.33985868,0.29851732,0.87559605,3.591339,0.9966077,0.6318108,1.0640739,1.5261726,0.45506328,0.14255401,0.16380537,0.10920555
289,0.07111079,0.03830012,0.21579783,0.011207661,0.011309907,0.24987026,0.07766566,0.21463075,0.091032624,0.068021365,0.28547633,0.40119874,0.27434066,0.13951604,0.30048928,0.41198194,0.13491313,0.021618728,0.06933822,0.010506566
290,0.06798108,0.030781867,0.56184036,0.013747348,0.014708349,0.06238089,0.0038826072,0.053195655,0.09343922,0.03469476,0.1337694,0.16394022,0.052016262,0.10865047,0.13813666,0.069945715,0.091101296,0.031872924,0.018363599,0.017162912
293,3.7576547,0.0013705351,0.04902864,0.014350671,0.0007160423,0.21071099,0.002249265,0.30010566,0.51244056,0.45567873,2.2046921,4.1622863,2.7797182,0.64279985,2.0302866,6.1865406,0.0072456156,0.003039094,0.0022204353,0.000968934
295,1.6616968,0.00036725204,0.00070054893,0.0042496813,0.00033668574,0.0004467988,3.7176935e-05,0.011477103,0.0013290406,0.001322932,0.0041588517,0.010879332,0.008581026,0.003788127,0.0090826675,0.0012578261,0.0013206967,0.0013813628,0.0014975574,7.679122e-05
296,0.085148975,0.063240625,0.14468372,0.08243873,0.08401086,0.20768438,0.08001605,0.20229824,0.11778368,0.116557725,0.41742408,0.855794,0.53217053,0.30797777,0.47586247,0.8893566,0.31199238,0.16142955,0.100307,0.045584645
298,0.31555054,0.0045261164,4.0267057,0.04153988,0.07926964,0.8479395,0.004717116,0.6799909,0.288937,0.19614536,0.39888418,0.38629887,0.8247421,0.46250147,0.44338846,0.35690844,0.102410495,0.0082575,0.012200085,0.0019090293
300,6.0396976,0.4603362,1.2535983,0.12969029,0.41004395,1.184791,0.99199235,2.1140766,0.6714146,0.59233785,2.4872973,4.110824,2.658284,2.0856383,2.6652083,5.7937303,2.885066,0.27005,0.46177667,0.34133372
302,0.05591271,0.0004815055,0.0027968213,0.0075659063,0.00072480866,0.0041358913,3.0290106e-05,0.25230938,0.00116114,0.0026393586,0.005574184,0.002361319,0.020367043,0.0012528005,0.008172331,0.0015891128,0.0009011092,0.015890142,0.0019963817,2.726989e-05
303,0.0291326,0.0016248889,0.022480143,0.008814855,0.0026056126,0.013290415,0.010702962,0.06211493,0.009354076,0.0112664355,0.02711251,0.043054312,0.03101107,0.013427867,0.037672833,0.0821311,0.020772668,0.010697025,0.0035934467,0.0011387882
304,0.059064507,0.021558005,0.11672125,0.030055111,0.02057463,0.032815393,9.50003,0.04574504,0.06215077,0.0409132,0.02066862,0.027741384,0.030696224,0.01818959,4.4114304,0.03333065,1.7028285,0.049362473,0.022058522,0.019070458
305,0.042262506,0.010435265,0.06839236,0.011964174,0.009567015,0.011056705,4.8791347,0.015556228,0.025194664,0.015927956,0.004949263,0.009159884,0.014683248,0.0033521235,2.1854954,0.0169408,0.94627744,0.017325243,0.011810275,0.006190862
306,0.061185405,0.01524851,0.10742263,0.04132177,0.01743641,0.017606247,8.799656,0.029220114,0.047679324,0.02738471,0.014677257,0.021960404,0.022273658,0.003527152,3.124025,0.029798757,1.1173875,0.035654582,0.016164754,0.01202545
307,4.378614,0.0009988385,0.005196417,0.008460364,0.0004899571,0.12049795,0.074953586,0.114242144,0.04015993,0.02220675,0.07652797,0.22692314,0.10748172,0.03538835,0.12268886,0.20806116,0.0831102,0.0005009487,0.004463521,0.00023406094
309,0.05687174,0.022279775,0.07030991,0.060045682,0.016905744,0.09901084,0.028125348,0.23395985,0.08340971,0.061223425,0.2262363,0.43986973,0.30275053,0.1050114,0.24310692,0.37872764,0.1493117,0.02183722,0.037644368,0.004993562
